Order Date,Year,Month,Region,Category,Sub-Category,Sales
2017-02-05,2017,2,South,Office Supplies,Storage,154.44
2017-02-05,2017,2,South,Office Supplies,Paper,342.37
2018-07-03,2018,7,South,Office Supplies,Art,9.552
2018-10-09,2018,10,Central,Furniture,Tables,652.45
2018-10-09,2018,10,Central,Furniture,Tables,66.645
2017-11-24,2017,11,East,Office Supplies,Binders,17.216
2017-11-24,2017,11,East,Office Supplies,Paper,11.56
2017-11-24,2017,11,East,Technology,Accessories,88.4
2017-11-24,2017,11,East,Office Supplies,Paper,6.48
2017-11-01,2017,11,South,Technology,Phones,21.8
2017-11-01,2017,11,South,Office Supplies,Envelopes,251.79
2017-04-19,2017,4,East,Furniture,Tables,205.176
2017-04-19,2017,4,East,Office Supplies,Paper,419.4
2015-04-06,2015,4,East,Office Supplies,Supplies,10.304
2015-04-06,2015,4,East,Furniture,Tables,154.764
2015-04-06,2015,4,East,Technology,Accessories,116.784
2017-09-02,2017,9,East,Office Supplies,Art,75.48
2017-09-02,2017,9,East,Furniture,Furnishings,39.98
2017-09-25,2017,9,West,Furniture,Tables,393.165
2018-11-04,2018,11,Central,Office Supplies,Labels,23.68
2017-07-09,2017,7,East,Furniture,Chairs,408.006
2017-07-09,2017,7,East,Furniture,Furnishings,165.28
2015-06-30,2015,6,East,Office Supplies,Binders,334.768
2018-01-28,2018,1,West,Technology,Accessories,239.97
2018-01-28,2018,1,West,Furniture,Furnishings,37.74
2016-09-21,2016,9,Central,Technology,Phones,946.344
2016-09-21,2016,9,Central,Technology,Accessories,151.2
2016-09-21,2016,9,Central,Furniture,Furnishings,4.928
2016-09-26,2016,9,West,Office Supplies,Paper,86.272
2016-09-26,2016,9,West,Office Supplies,Binders,72.588
2016-09-26,2016,9,West,Office Supplies,Appliances,60.672
2016-09-26,2016,9,West,Office Supplies,Binders,77.031
2016-09-26,2016,9,West,Office Supplies,Storage,119.904
2016-09-26,2016,9,West,Technology,Phones,263.96
2016-09-26,2016,9,West,Office Supplies,Storage,363.648
2016-10-31,2016,10,West,Office Supplies,Binders,9.728
2016-10-31,2016,10,West,Office Supplies,Envelopes,14.75
2016-10-31,2016,10,West,Office Supplies,Binders,29.8
2016-10-31,2016,10,West,Office Supplies,Labels,427.42
2018-11-26,2018,11,East,Technology,Phones,220.752
2015-12-19,2015,12,South,Office Supplies,Binders,152.76
2015-12-19,2015,12,South,Office Supplies,Supplies,7.27
2015-12-19,2015,12,South,Furniture,Chairs,1819.86
2017-12-26,2017,12,West,Office Supplies,Paper,33.9
2018-06-20,2018,6,East,Office Supplies,Paper,31.104
2018-06-20,2018,6,East,Office Supplies,Art,5.248
2016-10-15,2016,10,Central,Technology,Accessories,263.88
2016-10-15,2016,10,Central,Furniture,Chairs,2453.43
2018-04-12,2018,4,East,Office Supplies,Binders,29.7
2018-04-12,2018,4,East,Office Supplies,Paper,39.96
2018-12-19,2018,12,West,Office Supplies,Binders,36.672
2018-08-05,2018,8,South,Office Supplies,Paper,13.76
2016-10-01,2016,10,West,Office Supplies,Storage,139.424
2017-05-23,2017,5,Central,Technology,Phones,1979.928
2018-06-13,2018,6,Central,Office Supplies,Storage,164.736
2018-06-13,2018,6,Central,Furniture,Chairs,470.302
2018-06-13,2018,6,Central,Technology,Phones,47.984
2015-04-23,2015,4,East,Office Supplies,Binders,2.502
2016-05-01,2016,5,West,Technology,Phones,88.752
2016-07-19,2016,7,West,Office Supplies,Binders,2.025
2017-11-26,2017,11,South,Office Supplies,Paper,70.98
2017-11-26,2017,11,South,Office Supplies,Binders,91.68
2017-11-26,2017,11,South,Office Supplies,Binders,33.75
2017-11-26,2017,11,South,Technology,Machines,3040.0
2018-06-12,2018,6,South,Office Supplies,Binders,91.2
2018-06-12,2018,6,South,Furniture,Tables,452.94
2016-08-17,2016,8,East,Office Supplies,Binders,52.2
2017-09-25,2017,9,Central,Office Supplies,Labels,15.936
2015-05-04,2015,5,East,Furniture,Furnishings,27.46
2016-12-01,2016,12,West,Office Supplies,Binders,55.424
2017-03-11,2017,3,East,Furniture,Tables,244.006
2017-08-26,2017,8,Central,Technology,Accessories,159.984
2017-08-26,2017,8,Central,Furniture,Chairs,1024.716
2017-12-16,2017,12,East,Office Supplies,Fasteners,3.68
2015-08-08,2015,8,West,Furniture,Furnishings,121.376
2015-08-08,2015,8,West,Technology,Accessories,95.976
2016-05-16,2016,5,South,Technology,Accessories,255.968
2018-12-09,2018,12,Central,Furniture,Chairs,872.94
2018-12-09,2018,12,Central,Office Supplies,Binders,41.54
2018-12-09,2018,12,Central,Office Supplies,Paper,12.96
2016-09-24,2016,9,East,Office Supplies,Art,6.848
2018-07-11,2018,7,West,Office Supplies,Labels,8.67
2016-12-01,2016,12,Central,Furniture,Furnishings,6.688
2017-11-19,2017,11,East,Office Supplies,Art,17.28
2017-11-19,2017,11,East,Office Supplies,Binders,17.712
2018-03-19,2018,3,East,Office Supplies,Labels,28.91
2017-11-13,2017,11,South,Office Supplies,Supplies,52.136
2018-11-19,2018,11,West,Technology,Phones,31.968
2017-12-02,2017,12,West,Office Supplies,Paper,25.92
2017-12-02,2017,12,West,Office Supplies,Paper,40.46
2017-12-02,2017,12,West,Office Supplies,Storage,33.87
2018-08-25,2018,8,South,Office Supplies,Art,9.728
2018-08-25,2018,8,South,Office Supplies,Paper,3.424
2017-10-14,2017,10,West,Technology,Accessories,177.0
2015-11-27,2015,11,East,Office Supplies,Fasteners,3.76
2016-11-03,2016,11,West,Technology,Phones,1212.848
2016-11-03,2016,11,West,Technology,Accessories,89.97
2016-11-03,2016,11,West,Furniture,Furnishings,42.6
2015-11-29,2015,11,East,Office Supplies,Labels,5.04
2018-04-30,2018,4,East,Office Supplies,Envelopes,62.96
2018-11-24,2018,11,East,Office Supplies,Paper,5.88
2018-11-24,2018,11,East,Furniture,Chairs,977.292
2018-10-30,2018,10,West,Furniture,Furnishings,9.64
2015-12-17,2015,12,South,Office Supplies,Art,40.05
2018-09-04,2018,9,Central,Office Supplies,Art,10.192
2018-09-04,2018,9,Central,Office Supplies,Storage,16.784
2018-09-04,2018,9,Central,Office Supplies,Art,13.12
2017-10-17,2017,10,West,Office Supplies,Binders,18.16
2018-11-12,2018,11,Central,Office Supplies,Paper,16.056
2018-11-12,2018,11,Central,Office Supplies,Paper,223.056
2018-11-12,2018,11,Central,Office Supplies,Storage,540.048
2017-11-24,2017,11,West,Technology,Phones,33.52
2017-11-24,2017,11,West,Furniture,Furnishings,9.94
2016-08-01,2016,8,West,Office Supplies,Art,6.72
2016-08-01,2016,8,West,Furniture,Tables,1004.976
2018-12-24,2018,12,East,Office Supplies,Binders,17.88
2017-09-17,2017,9,South,Technology,Machines,396.0
2018-12-10,2018,12,Central,Office Supplies,Binders,34.5
2018-09-12,2018,9,West,Furniture,Furnishings,8.36
2018-06-24,2018,6,West,Office Supplies,Art,385.6
2018-06-24,2018,6,West,Office Supplies,Art,35.82
2018-08-18,2018,8,Central,Office Supplies,Storage,200.064
2018-08-18,2018,8,Central,Office Supplies,Binders,21.38
2018-08-18,2018,8,Central,Office Supplies,Binders,6.744
2018-12-11,2018,12,East,Furniture,Chairs,63.686
2018-12-10,2018,12,West,Furniture,Tables,1669.6
2015-02-03,2015,2,West,Office Supplies,Binders,83.84
2015-02-03,2015,2,West,Office Supplies,Binders,13.272
2018-02-11,2018,2,West,Office Supplies,Binders,21.336
2018-04-16,2018,4,Central,Office Supplies,Art,16.52
2016-12-06,2016,12,West,Furniture,Furnishings,206.112
2016-12-06,2016,12,West,Office Supplies,Paper,19.92
2016-12-06,2016,12,West,Office Supplies,Paper,198.272
2016-12-06,2016,12,West,Office Supplies,Storage,247.104
2016-12-06,2016,12,West,Office Supplies,Art,86.304
2017-07-22,2017,7,East,Office Supplies,Art,4.16
2017-07-22,2017,7,East,Furniture,Furnishings,11.648
2016-11-07,2016,11,East,Office Supplies,Fasteners,26.18
2016-11-07,2016,11,East,Office Supplies,Paper,7.3
2016-03-26,2016,3,South,Office Supplies,Paper,74.352
2018-08-31,2018,8,West,Office Supplies,Storage,10.744
2018-08-31,2018,8,West,Office Supplies,Fasteners,8.376
2017-12-04,2017,12,East,Office Supplies,Storage,212.88
2018-02-10,2018,2,West,Furniture,Bookcases,203.983
2017-10-29,2017,10,East,Office Supplies,Storage,40.74
2017-10-29,2017,10,East,Office Supplies,Appliances,11.67
2018-09-15,2018,9,East,Technology,Phones,39.99
2018-09-15,2018,9,East,Office Supplies,Art,16.28
2018-09-15,2018,9,East,Furniture,Bookcases,782.94
2018-09-15,2018,9,East,Office Supplies,Binders,242.48
2015-03-11,2015,3,East,Furniture,Furnishings,8.32
2015-03-11,2015,3,East,Office Supplies,Fasteners,10.464
2015-02-04,2015,2,West,Office Supplies,Binders,82.896
2015-02-04,2015,2,West,Office Supplies,Paper,34.24
2015-12-31,2015,12,East,Furniture,Bookcases,1573.488
2016-11-23,2016,11,Central,Office Supplies,Paper,335.52
2016-11-23,2016,11,Central,Office Supplies,Binders,23.912
2016-11-23,2016,11,Central,Office Supplies,Storage,27.056
2015-07-06,2015,7,East,Technology,Copiers,559.992
2018-11-13,2018,11,Central,Office Supplies,Appliances,9.324
2017-06-17,2017,6,West,Office Supplies,Paper,111.96
2015-05-03,2015,5,Central,Office Supplies,Labels,21.56
2018-10-16,2018,10,South,Office Supplies,Binders,124.75
2016-02-06,2016,2,West,Office Supplies,Art,5.28
2018-09-04,2018,9,East,Technology,Accessories,91.96
2017-05-09,2017,5,East,Office Supplies,Envelopes,9.344
2017-05-09,2017,5,East,Office Supplies,Art,79.36
2016-03-16,2016,3,West,Furniture,Tables,171.96
2017-04-09,2017,4,West,Office Supplies,Binders,35.352
2015-04-04,2015,4,West,Office Supplies,Labels,18.9
2018-09-05,2018,9,West,Office Supplies,Art,2.78
2018-06-30,2018,6,East,Furniture,Tables,1044.63
2016-11-09,2016,11,East,Office Supplies,Paper,11.352
2015-03-04,2015,3,South,Office Supplies,Storage,354.9
2016-03-19,2016,3,West,Technology,Phones,453.576
2016-11-29,2016,11,Central,Technology,Accessories,21.48
2016-11-29,2016,11,Central,Office Supplies,Binders,8.784
2018-06-11,2018,6,West,Office Supplies,Paper,122.97
2018-11-26,2018,11,South,Office Supplies,Art,12.84
2015-11-23,2015,11,West,Furniture,Chairs,603.92
2015-11-23,2015,11,West,Office Supplies,Envelopes,21.84
2015-11-23,2015,11,West,Technology,Accessories,29.99
2015-11-23,2015,11,West,Furniture,Chairs,381.44
2015-12-15,2015,12,Central,Technology,Phones,40.68
2015-12-15,2015,12,Central,Furniture,Chairs,763.28
2017-04-22,2017,4,Central,Office Supplies,Storage,23.952
2017-05-23,2017,5,South,Office Supplies,Paper,4.98
2017-02-27,2017,2,East,Office Supplies,Appliances,170.88
2016-08-09,2016,8,East,Technology,Phones,307.98
2016-08-09,2016,8,East,Furniture,Tables,382.806
2016-08-09,2016,8,East,Office Supplies,Storage,41.96
2016-08-09,2016,8,East,Office Supplies,Binders,1217.568
2016-08-09,2016,8,East,Furniture,Furnishings,47.04
2016-08-09,2016,8,East,Furniture,Furnishings,6.16
2016-08-09,2016,8,East,Technology,Phones,979.95
2016-08-09,2016,8,East,Office Supplies,Paper,143.7
2016-08-09,2016,8,East,Office Supplies,Fasteners,10.65
2016-08-09,2016,8,East,Technology,Accessories,247.8
2017-05-12,2017,5,South,Office Supplies,Art,10.96
2017-04-15,2017,4,Central,Office Supplies,Art,33.488
2017-04-15,2017,4,Central,Office Supplies,Fasteners,8.04
2016-06-23,2016,6,West,Technology,Phones,201.568
2015-10-19,2015,10,West,Office Supplies,Paper,13.44
2016-03-24,2016,3,Central,Furniture,Bookcases,359.058
2018-05-08,2018,5,East,Furniture,Chairs,47.992
2018-10-16,2018,10,East,Furniture,Furnishings,547.3
2018-11-19,2018,11,Central,Office Supplies,Paper,16.896
2018-11-19,2018,11,Central,Office Supplies,Supplies,6.672
2018-11-19,2018,11,Central,Office Supplies,Art,99.136
2018-11-19,2018,11,Central,Furniture,Furnishings,15.992
2017-05-08,2017,5,East,Furniture,Furnishings,211.96
2017-12-11,2017,12,South,Office Supplies,Art,6.672
2018-11-30,2018,11,East,Office Supplies,Art,155.94
2017-04-19,2017,4,West,Technology,Phones,39.96
2017-04-19,2017,4,West,Office Supplies,Art,5.46
2017-04-19,2017,4,West,Office Supplies,Art,73.2
2017-04-19,2017,4,West,Office Supplies,Binders,5.84
2017-04-19,2017,4,West,Office Supplies,Paper,22.72
2017-04-19,2017,4,West,Office Supplies,Binders,9.336
2015-05-26,2015,5,West,Furniture,Bookcases,290.666
2015-05-26,2015,5,West,Technology,Phones,201.584
2015-05-26,2015,5,West,Technology,Phones,83.984
2018-12-21,2018,12,West,Office Supplies,Storage,1000.02
2017-03-15,2017,3,East,Technology,Accessories,83.976
2016-08-10,2016,8,Central,Office Supplies,Labels,3.75
2016-08-10,2016,8,Central,Office Supplies,Labels,41.4
2016-08-10,2016,8,Central,Office Supplies,Art,29.79
2017-09-10,2017,9,East,Office Supplies,Storage,59.48
2017-09-10,2017,9,East,Office Supplies,Paper,6.69
2018-07-08,2018,7,West,Furniture,Furnishings,198.46
2018-07-08,2018,7,West,Office Supplies,Labels,786.48
2018-07-08,2018,7,West,Office Supplies,Binders,23.168
2018-07-08,2018,7,West,Technology,Accessories,50.0
2016-12-19,2016,12,West,Technology,Phones,675.96
2016-12-19,2016,12,West,Technology,Accessories,1265.85
2016-11-16,2016,11,East,Office Supplies,Appliances,523.25
2016-09-24,2016,9,South,Furniture,Chairs,517.5
2018-06-21,2018,6,East,Furniture,Furnishings,17.92
2018-06-21,2018,6,East,Office Supplies,Binders,41.256
2017-05-08,2017,5,East,Office Supplies,Storage,1006.056
2017-05-08,2017,5,East,Office Supplies,Paper,10.688
2017-05-08,2017,5,East,Office Supplies,Paper,10.368
2017-05-08,2017,5,East,Office Supplies,Storage,25.12
2017-05-08,2017,5,East,Technology,Accessories,58.112
2015-11-26,2015,11,West,Office Supplies,Paper,15.552
2015-11-26,2015,11,West,Office Supplies,Storage,669.08
2015-11-26,2015,11,West,Technology,Phones,438.336
2017-05-26,2017,5,East,Office Supplies,Paper,19.44
2017-05-26,2017,5,East,Office Supplies,Binders,9.64
2017-05-26,2017,5,East,Office Supplies,Paper,12.7
2017-05-26,2017,5,East,Furniture,Furnishings,41.37
2015-11-29,2015,11,Central,Office Supplies,Fasteners,12.624
2016-03-19,2016,3,West,Office Supplies,Storage,1247.64
2016-03-19,2016,3,West,Technology,Copiers,3149.93
2016-03-19,2016,3,West,Office Supplies,Paper,209.7
2016-11-01,2016,11,East,Technology,Accessories,35.36
2016-11-01,2016,11,East,Office Supplies,Fasteners,3.168
2016-09-26,2016,9,East,Office Supplies,Binders,121.104
2016-09-26,2016,9,East,Technology,Phones,45.894
2015-08-29,2015,8,West,Office Supplies,Paper,109.92
2015-08-29,2015,8,West,Office Supplies,Paper,13.36
2018-11-18,2018,11,West,Office Supplies,Storage,169.68
2018-11-18,2018,11,West,Technology,Accessories,132.52
2018-11-18,2018,11,West,Office Supplies,Fasteners,2.96
2018-11-18,2018,11,West,Office Supplies,Binders,8.448
2018-11-18,2018,11,West,Office Supplies,Storage,95.94
2015-05-12,2015,5,Central,Furniture,Furnishings,34.79
2018-01-20,2018,1,West,Technology,Phones,160.776
2018-10-30,2018,10,West,Office Supplies,Binders,88.752
2018-10-30,2018,10,West,Office Supplies,Binders,13.904
2018-04-30,2018,4,East,Technology,Phones,677.58
2018-04-30,2018,4,East,Office Supplies,Binders,13.896
2017-11-24,2017,11,Central,Office Supplies,Storage,41.92
2017-11-24,2017,11,Central,Technology,Accessories,297.576
2017-11-24,2017,11,Central,Office Supplies,Fasteners,4.344
2017-11-24,2017,11,Central,Technology,Accessories,94.992
2017-11-24,2017,11,Central,Office Supplies,Paper,74.352
2017-11-24,2017,11,Central,Office Supplies,Art,14.04
2016-01-10,2016,1,East,Furniture,Tables,1018.104
2018-10-19,2018,10,Central,Technology,Phones,16.68
2017-03-22,2017,3,West,Technology,Accessories,58.58
2018-07-03,2018,7,Central,Technology,Phones,167.968
2016-12-11,2016,12,South,Office Supplies,Labels,196.62
2016-09-17,2016,9,Central,Furniture,Furnishings,21.936
2016-09-17,2016,9,Central,Office Supplies,Binders,6.588
2017-05-18,2017,5,West,Office Supplies,Storage,104.28
2017-05-18,2017,5,West,Office Supplies,Paper,17.94
2015-09-07,2015,9,East,Office Supplies,Storage,64.784
2015-09-07,2015,9,East,Technology,Phones,32.382
2015-09-07,2015,9,East,Furniture,Furnishings,42.368
2015-09-07,2015,9,East,Technology,Machines,399.54
2017-09-29,2017,9,West,Office Supplies,Paper,18.97
2017-11-07,2017,11,West,Furniture,Furnishings,14.82
2018-04-24,2018,4,East,Office Supplies,Appliances,99.28
2018-04-24,2018,4,East,Office Supplies,Binders,1.188
2018-04-24,2018,4,East,Office Supplies,Binders,7.518
2018-12-10,2018,12,East,Office Supplies,Paper,10.368
2018-12-10,2018,12,East,Furniture,Furnishings,310.88
2015-08-16,2015,8,East,Furniture,Tables,853.092
2018-12-09,2018,12,Central,Office Supplies,Paper,33.45
2018-12-09,2018,12,Central,Office Supplies,Binders,10.4
2017-03-14,2017,3,East,Furniture,Furnishings,21.88
2017-06-26,2017,6,Central,Technology,Accessories,13.616
2016-09-25,2016,9,East,Technology,Accessories,63.96
2016-09-25,2016,9,East,Office Supplies,Binders,14.46
2016-09-25,2016,9,East,Technology,Phones,104.98
2016-12-27,2016,12,West,Office Supplies,Appliances,106.96
2016-12-27,2016,12,West,Office Supplies,Labels,21.56
2015-06-03,2015,6,West,Furniture,Tables,515.88
2016-07-13,2016,7,East,Office Supplies,Binders,11.808
2016-07-13,2016,7,East,Furniture,Chairs,1931.04
2016-07-13,2016,7,East,Office Supplies,Paper,9.96
2015-02-02,2015,2,West,Office Supplies,Fasteners,12.35
2017-03-08,2017,3,West,Office Supplies,Binders,9.702
2016-11-22,2016,11,East,Office Supplies,Binders,11.61
2018-10-30,2018,10,West,Office Supplies,Labels,43.86
2018-10-30,2018,10,West,Technology,Phones,148.48
2018-10-30,2018,10,West,Office Supplies,Paper,7.42
2018-10-30,2018,10,West,Furniture,Chairs,71.992
2018-10-30,2018,10,West,Office Supplies,Art,19.9
2018-10-30,2018,10,West,Office Supplies,Appliances,1702.12
2016-01-30,2016,1,Central,Office Supplies,Paper,14.304
2018-09-08,2018,9,Central,Furniture,Tables,765.625
2018-10-07,2018,10,West,Furniture,Bookcases,307.666
2017-04-30,2017,4,East,Office Supplies,Binders,7.712
2017-05-19,2017,5,East,Office Supplies,Appliances,242.9
2017-05-19,2017,5,East,Office Supplies,Storage,454.9
2017-05-19,2017,5,East,Furniture,Furnishings,35.92
2017-05-19,2017,5,East,Furniture,Furnishings,39.76
2017-05-19,2017,5,East,Office Supplies,Binders,47.744
2016-12-20,2016,12,Central,Technology,Phones,159.984
2016-12-20,2016,12,Central,Technology,Accessories,255.968
2016-12-20,2016,12,Central,Furniture,Bookcases,359.058
2016-12-19,2016,12,East,Office Supplies,Appliances,434.352
2016-12-19,2016,12,East,Office Supplies,Appliances,3.552
2016-12-19,2016,12,East,Office Supplies,Appliances,88.832
2018-04-29,2018,4,East,Furniture,Tables,1048.35
2017-02-07,2017,2,South,Technology,Accessories,100.0
2017-02-07,2017,2,South,Office Supplies,Labels,7.83
2015-09-28,2015,9,South,Office Supplies,Paper,96.256
2015-09-28,2015,9,South,Office Supplies,Paper,10.688
2017-07-10,2017,7,Central,Office Supplies,Storage,338.04
2017-07-10,2017,7,Central,Office Supplies,Art,154.24
2018-07-29,2018,7,South,Office Supplies,Appliances,34.848
2018-07-29,2018,7,South,Technology,Phones,22.0
2018-07-29,2018,7,South,Office Supplies,Art,4.368
2016-09-03,2016,9,West,Office Supplies,Storage,31.44
2016-09-03,2016,9,West,Technology,Accessories,17.9
2016-09-03,2016,9,West,Technology,Accessories,129.45
2015-08-09,2015,8,West,Office Supplies,Labels,20.88
2018-10-30,2018,10,East,Office Supplies,Paper,20.736
2018-10-30,2018,10,East,Furniture,Furnishings,7.168
2018-10-30,2018,10,East,Office Supplies,Storage,11.168
2018-10-30,2018,10,East,Technology,Accessories,442.4
2015-06-06,2015,6,East,Office Supplies,Art,13.36
2017-08-13,2017,8,South,Office Supplies,Binders,11.232
2017-08-13,2017,8,South,Office Supplies,Paper,10.272
2015-04-25,2015,4,Central,Office Supplies,Paper,10.368
2015-04-25,2015,4,Central,Office Supplies,Art,6.24
2016-11-22,2016,11,Central,Furniture,Tables,206.962
2018-10-14,2018,10,West,Furniture,Furnishings,9.46
2018-12-02,2018,12,West,Office Supplies,Storage,559.62
2018-12-02,2018,12,West,Office Supplies,Paper,109.92
2018-12-02,2018,12,West,Office Supplies,Paper,8.56
2016-12-08,2016,12,Central,Office Supplies,Paper,360.712
2016-12-08,2016,12,Central,Technology,Phones,1718.4
2016-07-13,2016,7,Central,Office Supplies,Binders,41.568
2015-05-11,2015,5,Central,Technology,Accessories,46.864
2015-01-05,2015,1,East,Office Supplies,Art,19.536
2016-09-05,2016,9,West,Furniture,Bookcases,411.332
2016-09-05,2016,9,West,Office Supplies,Binders,28.752
2016-09-05,2016,9,West,Furniture,Bookcases,293.199
2017-08-04,2017,8,South,Office Supplies,Supplies,35.06
2017-08-04,2017,8,South,Office Supplies,Labels,4.13
2017-08-04,2017,8,South,Furniture,Furnishings,109.8
2017-08-04,2017,8,South,Office Supplies,Labels,9.82
2015-03-22,2015,3,South,Office Supplies,Binders,7.644
2015-03-22,2015,3,South,Office Supplies,Binders,51.465
2018-03-02,2018,3,Central,Office Supplies,Supplies,6.976
2018-03-02,2018,3,Central,Office Supplies,Binders,12.222
2017-11-27,2017,11,Central,Office Supplies,Storage,97.984
2017-11-27,2017,11,Central,Technology,Accessories,62.4
2015-04-28,2015,4,East,Office Supplies,Binders,20.86
2015-04-28,2015,4,East,Office Supplies,Storage,497.61
2015-04-28,2015,4,East,Office Supplies,Art,5.34
2015-04-28,2015,4,East,Office Supplies,Labels,3.15
2016-11-24,2016,11,West,Office Supplies,Paper,368.91
2016-11-24,2016,11,West,Office Supplies,Art,14.7
2017-11-11,2017,11,East,Technology,Accessories,59.97
2017-11-11,2017,11,East,Office Supplies,Storage,83.36
2016-07-09,2016,7,East,Office Supplies,Paper,6.58
2016-07-09,2016,7,East,Office Supplies,Binders,122.94
2018-09-22,2018,9,Central,Office Supplies,Paper,219.84
2018-09-22,2018,9,Central,Technology,Accessories,98.16
2018-09-22,2018,9,Central,Office Supplies,Binders,33.04
2018-09-22,2018,9,Central,Technology,Phones,86.97
2016-02-15,2016,2,Central,Technology,Phones,134.97
2016-02-15,2016,2,Central,Technology,Phones,699.98
2016-02-15,2016,2,Central,Technology,Accessories,139.95
2015-09-30,2015,9,East,Office Supplies,Paper,48.94
2015-12-01,2015,12,Central,Furniture,Chairs,2807.84
2015-12-01,2015,12,Central,Office Supplies,Art,46.64
2015-12-08,2015,12,Central,Office Supplies,Storage,60.416
2017-09-05,2017,9,Central,Office Supplies,Art,107.94
2018-08-27,2018,8,East,Office Supplies,Storage,63.84
2018-08-27,2018,8,East,Technology,Phones,347.97
2018-08-27,2018,8,East,Office Supplies,Binders,37.008
2017-07-07,2017,7,West,Furniture,Furnishings,215.65
2017-08-08,2017,8,Central,Office Supplies,Fasteners,11.168
2017-08-08,2017,8,Central,Office Supplies,Paper,53.952
2017-11-13,2017,11,West,Furniture,Furnishings,4.18
2018-09-22,2018,9,East,Office Supplies,Binders,5.607
2018-09-22,2018,9,East,Office Supplies,Supplies,4663.736
2018-09-22,2018,9,East,Technology,Accessories,79.984
2017-12-25,2017,12,West,Technology,Phones,2575.944
2017-12-25,2017,12,West,Office Supplies,Paper,45.36
2017-12-25,2017,12,West,Technology,Accessories,254.24
2017-02-11,2017,2,Central,Technology,Phones,69.93
2017-10-23,2017,10,Central,Furniture,Furnishings,16.156
2017-10-23,2017,10,Central,Office Supplies,Paper,54.816
2015-06-09,2015,6,South,Furniture,Tables,1441.3
2018-11-20,2018,11,East,Furniture,Furnishings,77.6
2018-11-20,2018,11,East,Furniture,Furnishings,4.656
2016-09-14,2016,9,West,Furniture,Tables,170.136
2016-06-04,2016,6,West,Office Supplies,Labels,7.38
2016-06-04,2016,6,West,Office Supplies,Art,9.26
2016-12-13,2016,12,West,Office Supplies,Labels,9.96
2015-05-25,2015,5,Central,Office Supplies,Appliances,75.6
2015-05-25,2015,5,Central,Furniture,Furnishings,29.32
2017-02-16,2017,2,Central,Office Supplies,Appliances,92.064
2017-02-16,2017,2,Central,Office Supplies,Fasteners,6.976
2017-02-16,2017,2,Central,Furniture,Chairs,62.958
2017-02-16,2017,2,Central,Office Supplies,Paper,5.184
2017-12-22,2017,12,West,Office Supplies,Binders,31.32
2017-12-22,2017,12,West,Furniture,Furnishings,11.84
2017-12-22,2017,12,West,Furniture,Furnishings,22.784
2017-02-08,2017,2,South,Technology,Phones,1127.976
2016-07-13,2016,7,South,Office Supplies,Paper,38.88
2015-05-18,2015,5,East,Technology,Phones,779.796
2018-10-21,2018,10,Central,Technology,Phones,1439.92
2018-10-21,2018,10,Central,Furniture,Tables,262.11
2016-11-05,2016,11,South,Furniture,Chairs,207.0
2018-08-01,2018,8,Central,Technology,Machines,1439.982
2018-08-01,2018,8,Central,Office Supplies,Paper,36.288
2015-06-21,2015,6,East,Office Supplies,Art,21.4
2018-02-19,2018,2,South,Office Supplies,Appliances,1245.86
2015-08-01,2015,8,South,Office Supplies,Labels,17.544
2015-08-01,2015,8,South,Furniture,Furnishings,44.128
2015-08-01,2015,8,South,Office Supplies,Appliances,62.92
2015-08-01,2015,8,South,Office Supplies,Paper,78.304
2017-07-18,2017,7,South,Furniture,Chairs,140.81
2016-02-09,2016,2,Central,Office Supplies,Labels,40.096
2016-02-09,2016,2,Central,Furniture,Furnishings,40.784
2018-07-29,2018,7,West,Technology,Accessories,90.57
2018-01-12,2018,1,East,Office Supplies,Paper,40.08
2018-01-12,2018,1,East,Furniture,Furnishings,37.68
2018-09-10,2018,9,West,Furniture,Chairs,362.352
2018-09-10,2018,9,West,Office Supplies,Binders,7.184
2016-07-20,2016,7,Central,Office Supplies,Storage,34.76
2016-07-20,2016,7,Central,Technology,Accessories,831.2
2016-07-20,2016,7,Central,Office Supplies,Paper,26.4
2016-07-20,2016,7,Central,Office Supplies,Envelopes,106.75
2016-07-20,2016,7,Central,Office Supplies,Paper,97.82
2016-07-20,2016,7,Central,Office Supplies,Storage,141.4
2015-06-13,2015,6,West,Office Supplies,Art,14.52
2018-05-12,2018,5,Central,Office Supplies,Storage,127.92
2018-05-12,2018,5,Central,Office Supplies,Binders,34.24
2016-09-03,2016,9,East,Office Supplies,Appliances,137.62
2016-09-03,2016,9,East,Technology,Phones,100.49
2018-03-26,2018,3,East,Furniture,Bookcases,257.568
2018-03-26,2018,3,East,Technology,Phones,119.96
2015-11-12,2015,11,Central,Office Supplies,Storage,49.632
2017-10-13,2017,10,West,Furniture,Tables,727.45
2017-10-13,2017,10,West,Furniture,Furnishings,24.96
2018-11-12,2018,11,East,Technology,Phones,370.782
2018-04-15,2018,4,West,Furniture,Furnishings,196.45
2016-06-25,2016,6,East,Office Supplies,Paper,31.104
2016-06-25,2016,6,East,Office Supplies,Storage,78.256
2017-08-26,2017,8,West,Office Supplies,Paper,6.48
2015-07-21,2015,7,West,Office Supplies,Art,99.2
2015-07-21,2015,7,West,Furniture,Chairs,801.568
2015-07-21,2015,7,West,Furniture,Tables,272.848
2018-11-21,2018,11,West,Furniture,Tables,70.98
2015-06-04,2015,6,East,Office Supplies,Paper,16.224
2017-03-10,2017,3,East,Furniture,Bookcases,176.784
2018-03-25,2018,3,Central,Technology,Phones,470.376
